ID;NOMBRE DEL CASO;INSTRUMENTO NORMATIVO;TIPO DE COMPROMISO;DESCRIPCIÓN DEL COMPROMISO;UNIDAD TERRITORIAL;REGIÓN;PROVINCIA;DISTRITO(S);ESTADO ACTUAL DEL COMPROMISO;RESPONSABLE;NIVEL DE GOBIERNO RESPONSABLE FINAL;LONGITUD;LATITUD
397;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES AZANGARO, APURIMAC, ANDAHUAYLAS, CHAVIN, ARICOMA, PUNO, JOSE SANTOS CHOCANO, AYAVIRI, CUSCO, AREQUIPA, DOS, TRES, MELGAR, PERU, TUPAC KATARI DE LA LOCALIDAD DE POTONI DISTRITO DE POTONI DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;AZÁNGARO;POTONI;ABIERTO - EN PROCESO;GORE PUNO;GOBIERNO NACIONAL;-70.105;-14.39
398;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;CREACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD DE SAN ROQUE, SAN SEBASTIAN, SUCACOLLANA CENTRAL, CHUQUICHAMBI, SAN FRANCISCO Y C.P. DE SAN PEDRO DE COLLANA, DISTRITO DE CAMINACA - AZANGARO - PUNO;UT SURESTE;PUNO;AZÁNGARO;CAMINACA;ABIERTO - EN PROCESO;MD LLALLI;GOBIERNO NACIONAL;-70.0747;-15.3239
399;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS COMUNIDADES DE KALAHUALA Y VILQUE PITIQUITA - DISTRITO DE ASILLO - PROVINCIA DE AZANGARO - REGIÓN PUNO;UT SURESTE;PUNO;AZÁNGARO;ASILLO;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-77.145;-10.0744
400;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA DE LA I.E. N° 70497 EN EL DISTRITO DE ORURILLO - PROVINCIA DE MELGAR - DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;MELGAR;ORURILLO;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.5122;-14.7278
401;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZA DE ARMAS DE CENTRO POBLADO SOCCO DISTRITO DE TAPAIRIHUA DE LA PROVINCIA DE AYMARAES DEL DEPARTAMENTO DE APURIMAC;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.9493;-14.0082
402;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;PIP;ELABORACIÓN Y ASISTENCIA TÉCNICA PARA PROYECTOS DE AGUA Y SANEAMIENTO LA MUNICIPALIDAD DE CUPI SE COMPROMETE EN REFORMULAR LOS EXPEDIENTES TÉCNICOS Y REMITIR AL PNSR PARA SU EVALUACIÓN.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MD LLALLI;GOBIERNO LOCAL;-70.59;?-14.8818
403;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DE LOS SISTEMAS DE RIEGO EN LOS SECTORES DE PALLCCORA, CCORIRAY, ASERUMA, HUAYAO, CHUCHIN, TAPAIRIHUA Y SALLALLUMA DE LA COMUNIDAD DE TAPAIRIHUA, DISTRITO DE TAPAIRIHUA - AYMARAES - APURIMAC                ;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-72.9493;-14.0082
404;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE LLAMANI, ARAPA, MORORIA CENTRAL, CAQUENE, HUAYLLABAMBA, PAJCHA, SAJHUATA, CHURINGA HUANCALUQUE Y YUCAYUCANI DE 9 LOCALIDADES DEL DISTRITO DE SANDIA - PROVINCIA DE SANDIA - DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;SANDIA;SANDIA;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-69.4664;-14.322
405;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL AP-774 (PUENTE SALLALLUMA) EN EL CENTRO POBLADO SALLALLUMA, DISTRITO DE TAPAIRIHUA, PROVINCIA AYMARAES, DEPARTAMENTO APURIMAC";UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-72.9493;-14.0082
406;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA FIBRA DE ALPACA DEL DISTRITO DE CRUCERO DE LA PROVINCIA DE CARABAYA DEL DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;CARABAYA;CRUCERO;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-70.0236;-14.3617
407;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;"REPARACION DE QOCHAS (EXCLUSIVO PARA N.E.); EN EL(LA) INFRAESTRUCTURA NATURAL DEL TERRITORIO HIDRICO PRODUCTIVO QUEBRADA SULIMANA, UBICADO EN EL DISTRITO DE TAPAIRIHUA, PROVINCIA AYMARAES, DEPARTAMENTO APURIMAC";UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-72.9493;-14.0082
408;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN LA INSTITUCION EDUCATIVA PRIMARIA N°72004 VIRGEN DE FATIMA- DISTRITO DE AZANGARO -PROVINCIA DE AZANGARO-DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;AZÁNGARO;AZANGARO;ABIERTO - EN PROCESO;MD CUPI;GOBIERNO NACIONAL;-70.15174;-14.8001
409;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 72074 DE CENTRO POBLADO OCCORO DISTRITO DE ACHAYA DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;AZÁNGARO;ACHAYA;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-70.1611;-15.2847
410;GRUPO DE TRABAJO DE NATURALEZA TEMPORAL DENOMINADO GRUPO DE TRABAJO PARA ATENCIÓN DE LA PROBLEMÁTICA DE LA CUENCA RÍO RAMIS DEL DEPARTAMENTO DE PUNO;RESOLUCIÓN SGSD N.º 011-2024-PCM/SGSD;PIP;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD CAMPESINA LACAYPARQUE, DISTRITO DE SAN ANTON - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;UT SURESTE;PUNO;AZÁNGARO;SAN ANTON;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-70.3172;-14.5839
411;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PLANTA DE TRATAMIENTO DE AGUAS ÁCIDAS LAS PARTES ACUERDAN QUE EN FUNCIÓN DE LA NECESIDAD Y ESTUDIOS TÉCNICOS RESPECTIVOS, EL GOBIERNO NACIONAL GESTIONARÁ LA VIABILIDAD DE PLANTAS DE TRATAMIENTO DE AGUAS ACIDAS.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-70.59;?-14.8818
412;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PARALIZACIÓN DE LAS OPERACIONES MINERAS SUPERVISIÓN DEL CUMPLIMIENTO  DE MEDIDAS ADMINISTRATIVAS IMPUESTAS A LA UM ARASI SAC.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-70.59;?-14.8818
413;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PARALIZACIÓN DE LAS OPERACIONES MINERAS INFORME PERIÓDICO DE RESULTADOS DEL PROCESO  DE SUPERVISIÓN AMBIENTAL;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MD LLALLI;GOBIERNO NACIONAL;-70.59;?-14.8818
414;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PARALIZACIÓN DE LAS OPERACIONES MINERAS PROGRAMACIÓN DE VISITAS SEMANALES CON AUTORIDADES Y REPRESENTANTES DE LA POBLACIÓN A OBSERVAR EL CUMPLIMIENTO Y SEGUIMIENTO DE LAS ACTIVIDADES DE CIERRE.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MIDAGRI;GOBIERNO NACIONAL;-70.59;?-14.8818
415;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;SUPERVISIÓN DE ACTIVIDADES DE LA EMPRESA CIEMSA LAS AGUILAS INFORME DE LAS ACCIONES DE SUPERVISIÓN REALIZADAS HASTA LA FECHA POR OEFA, ANA, Y OTRAS AUTORIDADES A CIEMSA LAS AGÜILLAS.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.59;?-14.8818
416;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;SUPERVISIÓN DE ACTIVIDADES DE LA EMPRESA CIEMSA LAS AGUILAS INFORME PERIÓDICO MENSUAL DE RESULTADOS DE ACCIONES DE SUPERVISIÓN POR PARTE DE OEFA, ANA Y OTRAS AUTORIDADES A CIEMSA LAS ÁGUILAS.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-70.59;?-14.8818
417;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;SUPERVISIÓN DE ACTIVIDADES DE LA EMPRESA CIEMSA LAS AGUILAS MONITOREO AMBIENTAL PARTICIPATIVO (AGUA, SUELO Y AIRE) EN EL MARCO DE LA FUNCIÓN DE EVALUACIÓN AMBIENTAL DEL OEFA CON CONTRAMUESTRA.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MTC;GOBIERNO NACIONAL;-70.59;?-14.8818
418;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;IDENTIFICACIÓN DE ALTERNATIVAS PARA LA DESCONTAMINACIÓN CONFORMAR UN EQUIPO TÉCNICO ENTRE EL GOBIERNO NACIONAL, REGIONAL, LOCAL Y LA SOCIEDAD CIVIL PARA LA IDENTIFICACIÓN DE ALTERNATIVAS TÉCNICAS DE DESCONTAMINACIÓN.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.59;?-14.8818
419;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;IDENTIFICACIÓN DE ALTERNATIVAS PARA LA DESCONTAMINACIÓN SELECCIÓN DE ALTERNATIVA TÉCNICA CON LA PARTICIPACIÓN DE LAS AUTORIDADES Y SOCIEDAD CIVIL DE LA CUENCA DE LLALLIMAYO.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-70.59;?-14.8818
420;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;EJECUCIÓN DEL PLAN DE ATENCIÓN EN SALUD MONITOREO DEL PLAN DE SALUD Y PERSONAS ATENDIDAS;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-70.59;?-14.8818
421;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;MEJORAMIENTO DE LA INFRAESTRUCTURA DE SALUD EQUIPAMIENTO DE ESTABLECIMIENTOS DE SALUD Y FORTALECIMIENTO DE RECURSO HUMANO, EN LA CUENCA LLALLIMAYO.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO REGIONAL;-70.59;?-14.8818
422;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;ELABORACIÓN Y ASISTENCIA TÉCNICA PARA PROYECTOS DE AGUA Y SANEAMIENTO IDENTIFICACIÓN DE NUEVOS PROYECTOS DE AGUA Y SANEAMIENTO PRIORITARIOS PARA LA CUENCA LLALLIMAYO.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEM;GOBIERNO LOCAL;-70.59;?-14.8818
423;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;ELABORACIÓN Y ASISTENCIA TÉCNICA PARA PROYECTOS DE AGUA Y SANEAMIENTO ASISTENCIA TÉCNICA A LOS GOBIERNOS LOCALES, REGIONALES EN LA FORMULACIÓN DE LOS ESTUDIOS DE INVERSIÓN, A TRAVÉS DE LOS CENTROS DE ATENCIÓN AL CIUDADANO (CAC);UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-70.59;?-14.8818
424;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;ELABORACIÓN Y ASISTENCIA TÉCNICA PARA PROYECTOS DE AGUA Y SANEAMIENTO EJECUCIÓN DE PROYECTOS CON CONFORMIDAD TÉCNICA.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-70.59;?-14.8818
425;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;"RECUPERACIÓN DE FUENTES DE AGUAS PARA RIEGO VEGETAL CONSTRUCCIÓN DE SISTEMAS DE RIEGO TECNIFICADO INTEGRAL.
(N° DE SISTEMAS DE RIEGO TECNIFICADO CONSTRUIDOS)";UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-70.59;?-14.8818
426;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;PIP;ELABORACIÓN Y ASISTENCIA TÉCNICA PARA PROYECTOS DE AGUA Y SANEAMIENTO LA MUNICIPALIDAD DE LLALLI SE COMPROMETE EN REFORMULAR LOS 2 EXPEDIENTES TÉCNICOS Y REMITIR    AL    PNSR    PARA    SU    EVALUACIÓN.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO LOCAL;-70.59;?-14.8818
427;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PLAN 1000 EL VICEMINISTERIO DE SALUD PÚBLICA TAMBIÉN SEÑALÓ QUE DESDE LA UNIDAD FUNCIONAL DE METALES PESADO SE REALIZARÁ EL SEGUIMIENTO DE MONITOREO DE LAS ACCIONES QUE VIENEN EJECUTANDO EN LA RED DE SALUD MELGAR ADEMÁS SE PRECISA QUE SE REVISARÁ LA PLANIFICACIÓIN DEL PLAN 1000 A FIN DE SER PERTINENTE DAR MAYOR PRIORIDAD A LA REGIÓN DE PUNO;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-70.59;?-14.8818
428;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;EL SM DE MINEM SE COMPROMETIÓ A GESTIONAR UN PRESUPUESTO DE 10 MILLONES DE SOLES, QUE CUENTE CON RESPALDO NORMATIVO Y QUE CORRESPONDA PARA EL AÑO FISCAL 2025;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.59;?-14.8818
429;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;DURANTE LA REUNIÓN SE ACUERDA EL FINANCIAMIENTO DE S/ 1.8 MILLONES SOLES REQUERIDOS PARA LA REALIZACIÓN DEL PROYECTO DE DERIVACIÓN DE AGUAS LIMPIAS A CARGO DEL PELBT QUE SERÁ GESTIONADO POR EL MINEM;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.59;?-14.8818
430;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;PLAN DE MITIGACIÓN INMEDIATA EL MINEM PROPUSO UN PLAN DE MITIGACIÓN INMEDIATA, CON CINCO PROYECTOS, UNA INVERSIÓN DE 61 MILLONES DE SOLES Y UN CRONOGRAMA APROXIMADO DE 18 MESES PARA IMPLEMENTAR LAS MISMAS. EL PRESUPUESTO SE OBTENDRÁ MEDIANTE UN DECRETO DE URGENCIA Y EN UN MES AMSAC DEBE EMPEZAR LAS ACTIVIDADES.;UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-70.59;?-14.8818
431;"CUENCA DE LLALLIMAYO - ARUNTANI S.A.C. Y CIEMSA ÁGUILAS
";RESOLUCIÓN MINISTERIAL N.º 094-2022-PCM;ACTIVIDAD;"MINEM VIENEN HACIENDO LAS GESTIONES CORRESPONDIENTES PARA TENER ACCESO A LAS INSTALACIONES DE LA EMPRESA ARASI; A FIN DE TOMAR CONOCIMIENTO DEL CURSO DE ACCIÓN, QUÉ TIPO DE PLANTA, DÓNDE ESTARÍA UBICADA Y CUÁNTO COSTARÍA.";UT SURESTE;PUNO;MELGAR;UMACHIRI/AYAVIRI/CUPI/LLALLI;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-70.59;?-14.8818
432;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LA COMUNIDAD DE PISCOYA DISTRITO DE POCOHUANCA DE LA PROVINCIA DE AYMARAES DEL DEPARTAMENTO DE APURIMAC;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.9493;-14.0082
433;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LA COMUNIDAD DE POCOHUANCA DEL DISTRITO DE POCOHUANCA DE LA PROVINCIA DE AYAMARAES DEL DEPARTAMENTO DE APURÍMAC;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.9493;-14.0082
434;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LOS SECTORES DE TOTORAPAMPA, HUANCAQUITA, TIAPARO, PUCULLO, HUANCHUYLLA,TUMIRI Y UMALO EN LA COMUNIDAD DE TIAPARO DISTRITO DE POCOHUANCA DE LA PROVINCIA DE AYMARAES DEL DEPARTAMENTO DE APURIMAC;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-72.9493;-14.0082
435;GRUPO DE TRABAJO PARA IMPULSAR EL DESARROLLO INTEGRAL DE LOS DISTRITOS DE TAPAIRIHUA Y POCOHUANCA, DE LA PROVINCIA DE AYMARAES, DEL DEPARTAMENTO DE APURÍMAC;RESOLUCIÓN SGSD N.º 007-2025-PCM/SGSD;PIP;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN RUTA AP-605 SARAICA - CHANTA - POCOHUANCA DISTRITO DE POCOHUANCA DE LA PROVINCIA DE AYMARAES DEL DEPARTAMENTO DE APURIMAC;UT SURESTE;APURÍMAC;AYMARAES;AYMARAES;ABIERTO - EN PROCESO;MVCS;GOBIERNO NACIONAL;-72.9493;-14.0082
